"id","genre"
22135,"Sports"
21329,"Adventure"
21329,"Fantasy"
21329,"Historical"
21329,"Mystery"
21329,"Seinen"
21329,"Slice of Life"
21329,"Supernatural"
31043,"Mystery"
31043,"Psychological"
31043,"Seinen"
31043,"Supernatural"
7785,"Mystery"
7785,"Psychological"
7785,"Romance"
3297,"Fantasy"
3297,"Sci-Fi"
3297,"Shounen"
3297,"Slice of Life"
30709,"Comedy"
30709,"Demons"
30709,"Fantasy"
30709,"Shoujo"
30709,"Supernatural"
6114,"Drama"
6114,"Historical"
6114,"Seinen"
6114,"Thriller"
31240,"Drama"
31240,"Fantasy"
31240,"Psychological"
31240,"Thriller"
4565,"Action"
4565,"Mecha"
4565,"Sci-Fi"
4565,"Space"
4565,"Super Power"
5300,"Drama"
5300,"Fantasy"
5300,"Shoujo"
5300,"Slice of Life"
5300,"Supernatural"
9989,"Drama"
9989,"Slice of Life"
9989,"Supernatural"
24415,"Comedy"
24415,"School"
24415,"Shounen"
24415,"Sports"
11577,"Sci-Fi"
11577,"Thriller"
10408,"Drama"
10408,"Romance"
10408,"Shoujo"
10408,"Supernatural"
28171,"Ecchi"
28171,"School"
28171,"Shounen"
32995,"Comedy"
32995,"Sports"
21899,"Action"
21899,"Comedy"
21899,"Historical"
21899,"Parody"
21899,"Samurai"
21899,"Sci-Fi"
21899,"Shounen"
26055,"Action"
26055,"Adventure"
26055,"Drama"
26055,"Shounen"
26055,"Supernatural"
7472,"Action"
7472,"Comedy"
7472,"Historical"
7472,"Parody"
7472,"Samurai"
7472,"Sci-Fi"
7472,"Shounen"
777,"Action"
777,"Horror"
777,"Military"
777,"Seinen"
777,"Supernatural"
777,"Vampire"
22535,"Action"
22535,"Drama"
22535,"Horror"
22535,"Psychological"
22535,"Sci-Fi"
22535,"Seinen"
28735,"Drama"
28735,"Historical"
28735,"Josei"
12431,"Comedy"
12431,"Sci-Fi"
12431,"Seinen"
12431,"Slice of Life"
12431,"Space"
28805,"Adventure"
28805,"Supernatural"
578,"Drama"
578,"Historical"
16894,"Comedy"
16894,"School"
16894,"Shounen"
16894,"Sports"
5028,"Comedy"
5028,"Drama"
5028,"Romance"
5028,"Sports"
21,"Action"
21,"Adventure"
21,"Comedy"
21,"Drama"
21,"Fantasy"
21,"Shounen"
21,"Super Power"
801,"Action"
801,"Mecha"
801,"Military"
801,"Mystery"
801,"Police"
801,"Sci-Fi"
801,"Seinen"
31933,"Action"
31933,"Adventure"
31933,"Comedy"
31933,"Drama"
31933,"Shounen"
31933,"Supernatural"
5205,"Action"
5205,"Mystery"
5205,"Romance"
5205,"Supernatural"
5205,"Thriller"
17389,"Action"
17389,"Historical"
17389,"Military"
17389,"Seinen"
170,"Comedy"
170,"Drama"
170,"School"
170,"Shounen"
170,"Sports"
10162,"Josei"
10162,"Slice of Life"
18617,"Military"
18617,"School"
32182,"Action"
32182,"Comedy"
32182,"Slice of Life"
32182,"Supernatural"
877,"Comedy"
877,"Drama"
877,"Music"
877,"Romance"
877,"Shoujo"
877,"Slice of Life"
2251,"Action"
2251,"Comedy"
2251,"Historical"
2251,"Mystery"
2251,"Seinen"
2251,"Supernatural"
24687,"Adventure"
24687,"Fantasy"
24687,"Historical"
24687,"Mystery"
24687,"Seinen"
24687,"Slice of Life"
24687,"Supernatural"
16498,"Action"
16498,"Drama"
16498,"Fantasy"
16498,"Shounen"
16498,"Super Power"
10030,"Comedy"
10030,"Drama"
10030,"Romance"
10030,"Shounen"
5941,"Comedy"
5941,"Drama"
5941,"Romance"
5941,"School"
5941,"Sports"
30346,"Romance"
30346,"School"
30346,"Shounen Ai"
30346,"Slice of Life"
3784,"Action"
3784,"Mecha"
3784,"Sci-Fi"
13125,"Drama"
13125,"Horror"
13125,"Mystery"
13125,"Sci-Fi"
13125,"Supernatural"
12029,"Action"
12029,"Drama"
12029,"Military"
12029,"Sci-Fi"
12029,"Space"
14397,"Drama"
14397,"Game"
14397,"Josei"
14397,"Slice of Life"
14397,"Sports"
10087,"Action"
10087,"Fantasy"
10087,"Supernatural"
14719,"Action"
14719,"Adventure"
14719,"Shounen"
14719,"Supernatural"
14719,"Vampire"
9756,"Drama"
9756,"Magic"
9756,"Psychological"
9756,"Thriller"
10165,"Comedy"
10165,"School"
10165,"Slice of Life"
13601,"Action"
13601,"Police"
13601,"Psychological"
13601,"Sci-Fi"
22789,"Comedy"
22789,"Slice of Life"
30230,"Comedy"
30230,"School"
30230,"Shounen"
30230,"Sports"
18115,"Action"
18115,"Adventure"
18115,"Fantasy"
18115,"Magic"
18115,"Shounen"
11981,"Drama"
11981,"Magic"
11981,"Psychological"
11981,"Thriller"
11917,"Comedy"
11917,"Drama"
11917,"Sports"
205,"Action"
205,"Adventure"
205,"Comedy"
205,"Historical"
205,"Samurai"
205,"Shounen"
32282,"Ecchi"
32282,"School"
32282,"Shounen"
6594,"Action"
6594,"Adventure"
6594,"Historical"
6594,"Martial Arts"
6594,"Romance"
11979,"Drama"
11979,"Magic"
11979,"Psychological"
11979,"Thriller"
7655,"Comedy"
7655,"Drama"
7655,"Sports"
2246,"Demons"
2246,"Fantasy"
2246,"Historical"
2246,"Horror"
2246,"Mystery"
2246,"Seinen"
2246,"Supernatural"
25835,"Comedy"
25835,"Drama"
2921,"Drama"
2921,"Sports"
136,"Action"
136,"Adventure"
136,"Shounen"
136,"Super Power"
30503,"Action"
30503,"Adventure"
30503,"Shounen"
30503,"Supernatural"
12531,"Drama"
12531,"Josei"
12531,"Music"
12531,"Romance"
12531,"School"
523,"Adventure"
523,"Comedy"
523,"Supernatural"
467,"Action"
467,"Mecha"
467,"Military"
467,"Police"
467,"Sci-Fi"
467,"Seinen"
572,"Adventure"
572,"Fantasy"
19815,"Adventure"
19815,"Comedy"
19815,"Ecchi"
19815,"Fantasy"
19815,"Game"
19815,"Supernatural"
2559,"Adventure"
2559,"Drama"
2559,"Historical"
2559,"Slice of Life"
392,"Action"
392,"Comedy"
392,"Demons"
392,"Fantasy"
392,"Martial Arts"
392,"School"
392,"Shounen"
486,"Action"
486,"Adventure"
486,"Slice of Life"
11771,"Comedy"
11771,"School"
11771,"Shounen"
11771,"Sports"
1698,"Comedy"
1698,"Drama"
1698,"Josei"
1698,"Music"
1698,"Romance"
1698,"Slice of Life"
5341,"Adventure"
5341,"Fantasy"
5341,"Historical"
5341,"Romance"
25781,"Action"
25781,"Fantasy"
25781,"Shoujo"
25781,"Supernatural"
10863,"Sci-Fi"
10863,"Thriller"
28701,"Action"
28701,"Fantasy"
28701,"Magic"
28701,"Shounen"
28701,"Supernatural"
5420,"Drama"
5420,"Fantasy"
9260,"Mystery"
9260,"Supernatural"
9260,"Vampire"
32,"Dementia"
32,"Drama"
32,"Mecha"
32,"Psychological"
32,"Sci-Fi"
4224,"Comedy"
4224,"Romance"
4224,"School"
4224,"Slice of Life"
2236,"Adventure"
2236,"Drama"
2236,"Romance"
2236,"Sci-Fi"
2685,"Action"
2685,"Adventure"
2685,"Drama"
2685,"Fantasy"
2685,"Romance"
2685,"Shounen"
31181,"Comedy"
31181,"Mystery"
31181,"Supernatural"
45,"Action"
45,"Adventure"
45,"Comedy"
45,"Historical"
45,"Romance"
45,"Samurai"
2418,"Action"
2418,"Adventure"
2418,"Historical"
2418,"Samurai"
1365,"Adventure"
1365,"Mystery"
1365,"Police"
1365,"Shounen"
22297,"Action"
22297,"Fantasy"
22297,"Magic"
22297,"Shounen"
22297,"Supernatural"
627,"Comedy"
627,"Drama"
627,"Shounen"
627,"Sports"
10937,"Action"
10937,"Mecha"
10937,"Military"
10937,"Sci-Fi"
10937,"Shounen"
10937,"Space"
23755,"Action"
23755,"Adventure"
23755,"Ecchi"
23755,"Fantasy"
23755,"Shounen"
23755,"Supernatural"
4081,"Drama"
4081,"Fantasy"
4081,"Shoujo"
4081,"Slice of Life"
4081,"Supernatural"
4155,"Action"
4155,"Adventure"
4155,"Comedy"
4155,"Drama"
4155,"Fantasy"
4155,"Shounen"
1889,"Mystery"
1889,"Psychological"
1889,"Supernatural"
1889,"Thriller"
137,"Action"
137,"Adventure"
137,"Shounen"
137,"Super Power"
139,"Action"
139,"Adventure"
139,"Shounen"
139,"Super Power"
23317,"Comedy"
23317,"Demons"
23317,"Fantasy"
23317,"Historical"
23317,"Mystery"
23317,"Shounen"
23317,"Supernatural"
558,"Comedy"
558,"Drama"
558,"Shounen"
558,"Sports"
5040,"Psychological"
5040,"Seinen"
5040,"Sports"
57,"Comedy"
57,"Drama"
57,"Music"
57,"Shounen"
57,"Slice of Life"
33,"Action"
33,"Adventure"
33,"Demons"
33,"Drama"
33,"Fantasy"
33,"Horror"
33,"Military"
33,"Romance"
33,"Seinen"
33,"Supernatural"
5,"Action"
5,"Drama"
5,"Mystery"
5,"Sci-Fi"
5,"Space"
1842,"Drama"
1842,"Shounen"
1842,"Sports"
6336,"Action"
6336,"Drama"
6336,"Mecha"
6336,"Military"
6336,"Sci-Fi"
6336,"Space"
20651,"Drama"
20651,"Fantasy"
20651,"Shoujo"
20651,"Slice of Life"
20651,"Supernatural"
1210,"Comedy"
1210,"Drama"
1210,"Psychological"
1210,"Romance"
338,"Adventure"
338,"Drama"
338,"Historical"
338,"Romance"
338,"Shoujo"
13759,"Comedy"
13759,"Drama"
13759,"Romance"
13759,"School"
13759,"Slice of Life"
6547,"Action"
6547,"Comedy"
6547,"Drama"
6547,"School"
6547,"Supernatural"
5081,"Mystery"
5081,"Romance"
5081,"Supernatural"
5081,"Vampire"
32867,"Mystery"
32867,"Seinen"
32867,"Supernatural"
264,"Comedy"
264,"Shounen"
264,"Sports"
12859,"Action"
12859,"Adventure"
12859,"Comedy"
12859,"Drama"
12859,"Fantasy"
12859,"Shounen"
853,"Comedy"
853,"Harem"
853,"Romance"
853,"School"
853,"Shoujo"
5460,"Action"
5460,"Mystery"
5460,"Police"
5460,"Shounen"
6746,"Action"
6746,"Mystery"
6746,"Supernatural"
5690,"Comedy"
5690,"Josei"
5690,"Music"
5690,"Romance"
329,"Drama"
329,"Romance"
329,"Sci-Fi"
329,"Seinen"
329,"Space"
34240,"Music"
34240,"Sci-Fi"
513,"Adventure"
513,"Fantasy"
513,"Romance"
513,"Sci-Fi"
6945,"Action"
6945,"Comedy"
6945,"Historical"
6945,"Parody"
6945,"Sci-Fi"
1142,"Drama"
1142,"Josei"
1142,"Romance"
6811,"Action"
6811,"Adventure"
6811,"Comedy"
6811,"Demons"
6811,"Fantasy"
6811,"Magic"
6811,"Romance"
6811,"Shounen"
6811,"Supernatural"
16664,"Fantasy"
16664,"Historical"
1604,"Action"
1604,"Comedy"
1604,"Shounen"
1604,"Super Power"
22145,"Comedy"
22145,"Demons"
22145,"Fantasy"
22145,"Historical"
22145,"Shounen"
22145,"Supernatural"
2966,"Adventure"
2966,"Fantasy"
2966,"Historical"
2966,"Romance"
31964,"Action"
31964,"Comedy"
31964,"School"
31964,"Shounen"
31964,"Super Power"
19363,"Comedy"
19363,"School"
19363,"Shounen"
19363,"Slice of Life"
18195,"Comedy"
18195,"Drama"
18195,"Romance"
18195,"School"
18195,"Slice of Life"
18195,"Supernatural"
9890,"Comedy"
9890,"Drama"
9890,"Sports"
9130,"Action"
9130,"Adventure"
9130,"Martial Arts"
9130,"Shounen"
9130,"Super Power"
9130,"Supernatural"
9863,"Comedy"
9863,"School"
9863,"Shounen"
7674,"Comedy"
7674,"Romance"
7674,"Shounen"
11843,"Comedy"
11843,"School"
11843,"Shounen"
11843,"Slice of Life"
16782,"Drama"
16782,"Psychological"
16782,"Romance"
16782,"Slice of Life"
28675,"Fantasy"
28675,"Slice of Life"
28675,"Supernatural"
3226,"Comedy"
3226,"Drama"
3226,"Shounen"
3226,"Sports"
21557,"Drama"
21557,"Mystery"
21557,"Psychological"
31715,"Comedy"
31715,"Romance"
31715,"Slice of Life"
43,"Action"
43,"Mecha"
43,"Police"
43,"Psychological"
43,"Sci-Fi"
43,"Seinen"
9617,"Comedy"
9617,"Music"
9617,"Slice of Life"
31051,"Action"
31051,"School"
31051,"Shounen"
31051,"Sports"
10153,"Action"
10153,"Comedy"
10153,"Drama"
10153,"Magic"
10153,"Super Power"
1033,"Action"
1033,"Adventure"
1033,"Drama"
1033,"Fantasy"
1033,"Historical"
1033,"Romance"
32188,"Sci-Fi"
32188,"Thriller"
3091,"Comedy"
3091,"Drama"
3091,"Mystery"
3091,"Psychological"
3091,"Supernatural"
12115,"Action"
12115,"Adventure"
12115,"Demons"
12115,"Drama"
12115,"Fantasy"
12115,"Horror"
12115,"Military"
12115,"Seinen"
12115,"Supernatural"
28223,"Drama"
28223,"Game"
28223,"Mystery"
28223,"Psychological"
28223,"Thriller"
121,"Action"
121,"Adventure"
121,"Comedy"
121,"Drama"
121,"Fantasy"
121,"Magic"
121,"Military"
121,"Shounen"
3002,"Game"
3002,"Psychological"
3002,"Seinen"
3002,"Thriller"
138,"Action"
138,"Adventure"
138,"Shounen"
138,"Super Power"
6675,"Action"
6675,"Cars"
6675,"Sci-Fi"
6675,"Sports"
10800,"Drama"
10800,"Game"
10800,"Josei"
10800,"Slice of Life"
10800,"Sports"
32005,"Action"
32005,"Mystery"
32005,"Police"
32005,"Shounen"
813,"Action"
813,"Adventure"
813,"Comedy"
813,"Fantasy"
813,"Martial Arts"
813,"Shounen"
813,"Super Power"
27821,"Action"
27821,"Fantasy"
27821,"Magic"
27821,"Shounen"
27821,"Supernatural"
28725,"Drama"
28725,"Romance"
28725,"School"
585,"Adventure"
585,"Drama"
585,"Fantasy"
585,"Romance"
585,"Slice of Life"
16067,"Drama"
16067,"Fantasy"
16067,"Romance"
30,"Action"
30,"Dementia"
30,"Drama"
30,"Mecha"
30,"Psychological"
30,"Sci-Fi"
31490,"Action"
31490,"Adventure"
31490,"Comedy"
31490,"Drama"
31490,"Fantasy"
31490,"Shounen"
759,"Comedy"
759,"Drama"
6,"Action"
6,"Comedy"
6,"Sci-Fi"
6864,"Mystery"
6864,"Supernatural"
9735,"Action"
9735,"Comedy"
9735,"Historical"
9735,"Parody"
9735,"Samurai"
9735,"Sci-Fi"
9735,"Shounen"
11977,"Drama"
11977,"Magic"
11977,"Psychological"
11977,"Thriller"
11123,"Comedy"
11123,"Drama"
11123,"Romance"
11123,"Shounen Ai"
23847,"Comedy"
23847,"Drama"
23847,"Romance"
23847,"School"
33161,"Comedy"
33161,"Romance"
33161,"School"
962,"Fantasy"
962,"Sci-Fi"
962,"Shounen"
962,"Slice of Life"
1519,"Action"
1519,"Seinen"
2167,"Comedy"
2167,"Drama"
2167,"Romance"
2167,"School"
2167,"Slice of Life"
2167,"Supernatural"
16706,"Comedy"
16706,"Harem"
16706,"Romance"
16706,"Shounen"
16706,"Supernatural"
5681,"Comedy"
5681,"Sci-Fi"
3901,"Action"
3901,"Comedy"
3901,"Historical"
3901,"Mystery"
3901,"Seinen"
3901,"Supernatural"
6467,"Action"
6467,"Mystery"
6467,"Police"
6467,"Shounen"
10271,"Game"
10271,"Psychological"
10271,"Seinen"
10271,"Thriller"
22507,"Cars"
22507,"Seinen"
22507,"Sports"
3701,"Adventure"
3701,"Mystery"
3701,"Romance"
3701,"Sci-Fi"
19123,"Action"
19123,"Adventure"
19123,"Comedy"
19123,"Drama"
19123,"Fantasy"
19123,"Shounen"
19123,"Super Power"
33255,"Comedy"
33255,"School"
33255,"Shounen"
33255,"Supernatural"
372,"Comedy"
372,"Drama"
372,"Fantasy"
372,"Magic"
372,"Romance"
372,"Shoujo"
265,"Comedy"
265,"Shounen"
265,"Sports"
25681,"Comedy"
25681,"Demons"
25681,"Fantasy"
25681,"Romance"
25681,"Shoujo"
25681,"Supernatural"
4722,"Comedy"
4722,"Drama"
4722,"Romance"
4722,"Shoujo"
24277,"Comedy"
24277,"Drama"
24277,"Shounen"
24277,"Sports"
239,"Drama"
239,"Mystery"
239,"Sci-Fi"
239,"Supernatural"
239,"Thriller"
512,"Adventure"
512,"Comedy"
512,"Drama"
512,"Fantasy"
512,"Magic"
512,"Romance"
4477,"Comedy"
4477,"Josei"
4477,"Music"
4477,"Romance"
4477,"Slice of Life"
15323,"Action"
15323,"Adventure"
15323,"Comedy"
15323,"Drama"
15323,"Fantasy"
15323,"Shounen"
15323,"Super Power"
31174,"Comedy"
31174,"Parody"
23327,"Comedy"
23327,"Sci-Fi"
23327,"Space"
5365,"Drama"
3702,"Comedy"
3702,"Music"
3167,"Sci-Fi"
3167,"Slice of Life"
7465,"Sci-Fi"
7465,"Slice of Life"
7054,"Comedy"
7054,"Romance"
7054,"School"
7054,"Shoujo"
1257,"Adventure"
1257,"Sci-Fi"
1257,"Shounen"
23283,"Psychological"
23283,"Thriller"
2025,"Action"
2025,"Mystery"
2025,"Sci-Fi"
2025,"Super Power"
235,"Adventure"
235,"Comedy"
235,"Mystery"
235,"Police"
235,"Shounen"
1364,"Adventure"
1364,"Comedy"
1364,"Mystery"
1364,"Police"
1364,"Shounen"
18689,"Comedy"
18689,"School"
18689,"Shounen"
18689,"Sports"
22043,"Action"
22043,"Adventure"
22043,"Comedy"
22043,"Fantasy"
22043,"Magic"
22043,"Shounen"
31988,"Drama"
31988,"Music"
31988,"School"
20899,"Action"
20899,"Adventure"
20899,"Drama"
20899,"Shounen"
20899,"Supernatural"
1453,"Comedy"
1453,"Drama"
1453,"Romance"
1453,"Slice of Life"
23623,"Comedy"
23623,"School"
23623,"Seinen"
23623,"Slice of Life"
1559,"Action"
1559,"Comedy"
1559,"Martial Arts"
1559,"School"
1559,"Shounen"
1382,"Adventure"
1382,"Drama"
1382,"Mecha"
1382,"Sci-Fi"
1382,"Shounen"
23289,"Comedy"
23289,"Romance"
23289,"School"
18,"Action"
18,"Cars"
18,"Drama"
18,"Seinen"
18,"Sports"
4814,"Comedy"
4814,"Drama"
4814,"Romance"
4814,"Shounen Ai"
16662,"Drama"
16662,"Historical"
16662,"Romance"
12031,"Action"
12031,"Historical"
12031,"Military"
12031,"Seinen"
8129,"Comedy"
8129,"Josei"
8129,"Slice of Life"
14513,"Action"
14513,"Adventure"
14513,"Fantasy"
14513,"Magic"
14513,"Shounen"
2581,"Action"
2581,"Drama"
2581,"Mecha"
2581,"Military"
2581,"Sci-Fi"
2581,"Space"
30015,"Romance"
30015,"School"
30015,"Slice of Life"
6171,"Action"
6171,"Adventure"
6171,"Martial Arts"
6171,"Shounen"
6171,"Super Power"
6171,"Supernatural"
1827,"Action"
1827,"Adventure"
1827,"Fantasy"
1827,"Historical"
25013,"Action"
25013,"Adventure"
25013,"Comedy"
25013,"Fantasy"
25013,"Romance"
25013,"Shoujo"
1367,"Adventure"
1367,"Comedy"
1367,"Mystery"
1367,"Police"
1367,"Shounen"
27833,"Action"
27833,"Mystery"
27833,"Supernatural"
26213,"Comedy"
26213,"School"
26213,"Slice of Life"
1974,"Drama"
1974,"Shoujo"
8425,"Drama"
8425,"Historical"
8425,"Mystery"
8425,"Romance"
12069,"Comedy"
12069,"Drama"
12069,"Shounen"
12069,"Sports"
185,"Action"
185,"Cars"
185,"Drama"
185,"Seinen"
185,"Sports"
18679,"Action"
18679,"Comedy"
18679,"School"
18679,"Super Power"
2034,"Comedy"
2034,"Romance"
2034,"Shoujo"
437,"Dementia"
437,"Drama"
437,"Horror"
437,"Psychological"
721,"Comedy"
721,"Fantasy"
721,"Magic"
721,"Romance"
12477,"Sci-Fi"
12477,"Seinen"
4938,"Action"
4938,"Adventure"
4938,"Drama"
4938,"Fantasy"
4938,"Magic"
4938,"Mystery"
4938,"Romance"
4938,"Shounen"
4938,"Supernatural"
2402,"Drama"
2402,"Sports"
6702,"Action"
6702,"Adventure"
6702,"Comedy"
6702,"Fantasy"
6702,"Magic"
6702,"Shounen"
1566,"Mecha"
1566,"Military"
1566,"Mystery"
1566,"Police"
1566,"Sci-Fi"
1566,"Seinen"
31741,"Action"
31741,"Adventure"
31741,"Fantasy"
31741,"Magic"
31741,"Shounen"
440,"Drama"
440,"Fantasy"
440,"Psychological"
440,"Shoujo"
4107,"Action"
4107,"Comedy"
4107,"Mecha"
1506,"Adventure"
1506,"Comedy"
1506,"Mystery"
1506,"Police"
1506,"Shounen"
2759,"Action"
2759,"Mecha"
2759,"Sci-Fi"
72,"Action"
72,"Comedy"
72,"School"
3016,"Action"
3016,"Drama"
3016,"Military"
3016,"Sci-Fi"
3016,"Space"
3783,"Action"
3783,"Drama"
3783,"Mystery"
3783,"Supernatural"
3783,"Thriller"
3927,"Action"
3927,"Drama"
3927,"Mecha"
3927,"Military"
3927,"Sci-Fi"
3927,"Space"
11597,"Comedy"
11597,"Mystery"
11597,"Supernatural"
28025,"Comedy"
28025,"Mystery"
28025,"Supernatural"
24833,"Action"
24833,"Comedy"
24833,"School"
24833,"Shounen"
29893,"Fantasy"
29893,"Sci-Fi"
29893,"Shounen"
29893,"Slice of Life"
27663,"Romance"
27663,"School"
27663,"Shounen"
27663,"Sports"
1482,"Action"
1482,"Adventure"
1482,"Comedy"
1482,"Shounen"
3371,"Action"
3371,"Military"
3371,"Sci-Fi"
3371,"Space"
25313,"Action"
25313,"Comedy"
25313,"Historical"
25313,"Parody"
25313,"Samurai"
25313,"Sci-Fi"
25313,"Shounen"
1430,"Adventure"
1430,"Comedy"
1430,"Shounen"
33051,"Action"
33051,"Drama"
33051,"Mecha"
33051,"Sci-Fi"
33051,"Space"
7720,"Comedy"
7720,"Sports"
1914,"Adventure"
1914,"Comedy"
1914,"Drama"
1914,"Fantasy"
1914,"Historical"
1914,"Romance"
20371,"Comedy"
20371,"Drama"
20371,"Romance"
20371,"Shounen Ai"
15039,"Drama"
15039,"Slice of Life"
15039,"Supernatural"
2164,"Adventure"
2164,"Comedy"
2164,"Drama"
2164,"Mystery"
2164,"Sci-Fi"
237,"Adventure"
237,"Drama"
237,"Mecha"
237,"Romance"
237,"Sci-Fi"
2449,"Action"
2449,"Mecha"
2449,"Mystery"
2449,"Police"
2449,"Psychological"
2449,"Sci-Fi"
2449,"Seinen"
10643,"Action"
10643,"Comedy"
10643,"Parody"
10643,"Samurai"
17739,"Comedy"
17739,"School"
17739,"Slice of Life"
135,"Comedy"
135,"Game"
135,"Shounen"
135,"Supernatural"
6045,"Romance"
6045,"School"
6045,"Shoujo"
6045,"Slice of Life"
16001,"Comedy"
16001,"Drama"
16001,"Romance"
16001,"School"
16001,"Slice of Life"
16001,"Supernatural"
6211,"Drama"
232,"Adventure"
232,"Comedy"
232,"Drama"
232,"Fantasy"
232,"Magic"
232,"Romance"
232,"School"
232,"Shoujo"
4789,"Drama"
4789,"Mystery"
4789,"Romance"
4789,"Supernatural"
16918,"Comedy"
16918,"School"
16918,"Shounen"
16918,"Slice of Life"
16,"Comedy"
16,"Drama"
16,"Josei"
16,"Romance"
1486,"Comedy"
1486,"Drama"
1486,"Romance"
1486,"Shoujo"
24997,"Music"
24997,"School"
24997,"Slice of Life"
32902,"Fantasy"
32902,"Magic"
8063,"Comedy"
8063,"Drama"
8063,"Romance"
8063,"Shounen Ai"
25879,"Comedy"
25879,"Romance"
25879,"Slice of Life"
889,"Action"
889,"Seinen"
21419,"Action"
21419,"Mystery"
21419,"Police"
21419,"Shounen"
2952,"Action"
2952,"Fantasy"
2952,"Super Power"
